MsgID.LOCAL_VELOCITY,0.0000000,0.3600000,1.4200000,-0.0400000
MsgID.LOCAL_POSITION,52.3720000,5.6878200,0.1314137,-2.9790275
MsgID.LOCAL_VELOCITY,52.3720000,0.3673047,1.4205297,-0.0490877
MsgID.GLOBAL_POSITION,0.0000000,-122.3957440,37.7933333,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.1200000,2.6400000,-0.1000000
MsgID.LOCAL_POSITION,52.6220000,5.7526569,0.6980816,-2.9861538
MsgID.LOCAL_VELOCITY,52.6220000,0.1239651,2.6494622,-0.1035705
MsgID.GLOBAL_POSITION,0.0000000,-122.3957338,37.7933332,2.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2000000,3.6900000,-0.0100000
MsgID.LOCAL_POSITION,52.8720000,5.7488866,1.6075585,-2.9987037
MsgID.LOCAL_VELOCITY,52.8720000,-0.2008285,3.6976175,-0.0181161
MsgID.GLOBAL_POSITION,0.0000000,-122.3957214,37.7933330,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6300000,4.5500000,0.0400000
MsgID.LOCAL_POSITION,53.1220000,5.7236567,2.7119300,-2.9966736
MsgID.LOCAL_VELOCITY,53.1220000,-0.6381786,4.5538678,0.0484660
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957087,37.7933313,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0100000,4.3200000,0.0400000
MsgID.LOCAL_POSITION,53.3720000,5.5331755,3.8359110,-2.9922869
MsgID.LOCAL_VELOCITY,53.3720000,-1.0138454,4.3232989,0.0454991
MsgID.GLOBAL_POSITION,0.0000000,-122.3957001,37.7933282,2.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9800000,3.1300000,0.0500000
MsgID.LOCAL_POSITION,53.6220000,5.1933336,4.6027718,-2.9979491
MsgID.LOCAL_VELOCITY,53.6220000,-0.9893808,3.1360657,0.0563530
MsgID.GLOBAL_POSITION,0.0000000,-122.3956940,37.7933262,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5900000,1.7200000,0.0400000
MsgID.LOCAL_POSITION,53.8720000,4.9670224,5.1457424,-2.9961174
MsgID.LOCAL_VELOCITY,53.8720000,-0.5908329,1.7258048,0.0428252
MsgID.GLOBAL_POSITION,0.0000000,-122.3956883,37.7933253,2.9910000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2600000,0.7400000,0.0400000
MsgID.LOCAL_POSITION,54.1220000,4.8691821,5.6495256,-2.9913888
MsgID.LOCAL_VELOCITY,54.1220000,-0.2641129,0.7465202,0.0407256
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956872,37.7933240,2.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1500000,0.3600000,-0.0100000
MsgID.LOCAL_POSITION,54.3720000,4.7224860,5.7529435,-2.9780664
MsgID.LOCAL_VELOCITY,54.3720000,-1.1529467,0.3676450,-0.0199449
MsgID.GLOBAL_POSITION,0.0000000,-122.3956891,37.7933197,2.9750000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5800000,0.0400000,-0.1100000
MsgID.LOCAL_POSITION,54.6230000,4.2483525,5.5816011,-2.9758632
MsgID.LOCAL_VELOCITY,54.6230000,-2.5808687,0.0433578,-0.1192574
MsgID.GLOBAL_POSITION,0.0000000,-122.3956885,37.7933134,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-3.6900000,-0.2400000,-0.1100000
MsgID.LOCAL_POSITION,54.8730000,3.5401471,5.6373458,-2.9746754
MsgID.LOCAL_VELOCITY,54.8730000,-3.6903396,-0.2403617,-0.1152581
MsgID.GLOBAL_POSITION,0.0000000,-122.3956883,37.7933050,2.9720000
MsgID.LOCAL_VELOCITY,0.0000000,-4.6500000,-0.6100000,-0.1200000
MsgID.LOCAL_POSITION,55.1230000,2.6065037,5.6575351,-2.9725535
MsgID.LOCAL_VELOCITY,55.1230000,-4.6560516,-0.6179951,-0.1211623
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956911,37.7932930,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-4.7700000,-0.9100000,-0.1400000
MsgID.LOCAL_POSITION,55.3730000,1.2758714,5.4017835,-2.9818628
MsgID.LOCAL_VELOCITY,55.3730000,-4.7721720,-0.9105763,-0.1402900
MsgID.GLOBAL_POSITION,0.0000000,-122.3956951,37.7932819,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-3.4800000,-0.8100000,-0.0600000
MsgID.LOCAL_POSITION,55.6240000,0.0431185,5.0451908,-2.9873874
MsgID.LOCAL_VELOCITY,55.6240000,-3.4821343,-0.8111472,-0.0650683
MsgID.GLOBAL_POSITION,0.0000000,-122.3956969,37.7932765,2.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8600000,-0.4600000,-0.0300000
MsgID.LOCAL_POSITION,55.8730000,-0.5554562,4.8913264,-2.9989789
MsgID.LOCAL_VELOCITY,55.8730000,-1.8665159,-0.4686377,-0.0374498
MsgID.GLOBAL_POSITION,0.0000000,-122.3956963,37.7932752,3.0050000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5600000,-0.1600000,0.0600000
MsgID.LOCAL_POSITION,56.1240000,-0.6950898,4.9466572,-3.0052350
MsgID.LOCAL_VELOCITY,56.1240000,-0.5642496,-0.1617423,0.0688095
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956963,37.7932740,3.0080000
MsgID.LOCAL_VELOCITY,0.0000000,0.4300000,-0.1400000,0.1000000
MsgID.LOCAL_POSITION,56.3740000,-0.8339989,4.9435115,-3.0088763
MsgID.LOCAL_VELOCITY,56.3740000,0.4360116,-0.1422875,0.1015164
MsgID.GLOBAL_POSITION,0.0000000,-122.3956979,37.7932751,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.5900000,-1.2200000,0.1400000
MsgID.LOCAL_POSITION,56.6240000,-0.7066084,4.7961969,-3.0060410
MsgID.LOCAL_VELOCITY,56.6240000,0.5919377,-1.2209730,0.1420967
MsgID.GLOBAL_POSITION,0.0000000,-122.3957030,37.7932766,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.6000000,-2.4300000,0.1500000
MsgID.LOCAL_POSITION,56.8740000,-0.5411823,4.3477654,-3.0029626
MsgID.LOCAL_VELOCITY,56.8740000,0.6032647,-2.4321053,0.1514450
MsgID.GLOBAL_POSITION,0.0000000,-122.3957133,37.7932780,3.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.6600000,-3.6100000,0.0800000
MsgID.LOCAL_POSITION,57.1250000,-0.3860009,3.4288719,-3.0069785
MsgID.LOCAL_VELOCITY,57.1250000,0.6668054,-3.6188416,0.0823624
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957242,37.7932786,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.6600000,-4.5500000,0.1400000
MsgID.LOCAL_POSITION,57.3750000,-0.3190557,2.4659266,-3.0117850
MsgID.LOCAL_VELOCITY,57.3750000,0.6624480,-4.5574007,0.1495552
MsgID.GLOBAL_POSITION,0.0000000,-122.3957367,37.7932793,3.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.6000000,-4.4800000,0.1200000
MsgID.LOCAL_POSITION,57.6260000,-0.2431400,1.3550462,-3.0009384
MsgID.LOCAL_VELOCITY,57.6260000,0.6086200,-4.4875846,0.1257889
MsgID.GLOBAL_POSITION,0.0000000,-122.3957477,37.7932811,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.5100000,-3.3800000,0.1100000
MsgID.LOCAL_POSITION,57.8760000,-0.0489724,0.3720672,-2.9999745
MsgID.LOCAL_VELOCITY,57.8760000,0.5105362,-3.3864548,0.1145114
MsgID.GLOBAL_POSITION,0.0000000,-122.3957564,37.7932831,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.3000000,-1.8800000,0.0600000
MsgID.LOCAL_POSITION,58.1260000,0.1792208,-0.3991602,-3.0019259
MsgID.LOCAL_VELOCITY,58.1260000,0.3020189,-1.8899980,0.0682011
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957589,37.7932840,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,-0.6000000,0.1000000
MsgID.LOCAL_POSITION,58.3760000,0.2738340,-0.6235260,-3.0023665
MsgID.LOCAL_VELOCITY,58.3760000,0.0537454,-0.6024771,0.1026728
MsgID.LOCAL_POSITION,58.6260000,0.2826428,-0.5551152,-2.8662837
MsgID.LOCAL_VELOCITY,58.6260000,-0.0744253,-0.1539592,1.2999239
MsgID.GLOBAL_POSITION,0.0000000,-122.3957581,37.7932840,2.8660000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0700000,-0.1500000,1.2900000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957609,37.7932848,2.4660000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.0700000,1.8200000
MsgID.LOCAL_POSITION,58.8760000,0.3715905,-0.8041196,-2.4666755
MsgID.LOCAL_VELOCITY,58.8760000,-0.0454501,-0.0747736,1.8285735
MsgID.GLOBAL_POSITION,0.0000000,-122.3957612,37.7932847,1.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0200000,1.9800000
MsgID.LOCAL_POSITION,59.1270000,0.3558873,-0.8224149,-1.9782495
MsgID.LOCAL_VELOCITY,59.1270000,-0.0142863,-0.0251060,1.9801428
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957619,37.7932833,1.4580000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,2.0300000
MsgID.LOCAL_POSITION,59.3760000,0.1993218,-0.8877937,-1.4580867
MsgID.LOCAL_VELOCITY,59.3760000,-0.0182551,0.0104440,2.0322945
MsgID.GLOBAL_POSITION,0.0000000,-122.3957606,37.7932820,0.9240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0300000,2.0000000
MsgID.LOCAL_POSITION,59.6260000,0.0573017,-0.7751865,-0.9248587
MsgID.LOCAL_VELOCITY,59.6260000,-0.0072226,0.0320153,2.0043850
MsgID.LOCAL_POSITION,59.8760000,0.1675599,-0.6466848,-0.3830795
MsgID.LOCAL_VELOCITY,59.8760000,0.0137822,0.0305509,2.0081613
MsgID.GLOBAL_POSITION,0.0000000,-122.3957592,37.7932830,0.3830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0300000,2.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957610,37.7932845,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.1260000,0.3273721,-0.8079484,-0.0864079
MsgID.LOCAL_VELOCITY,60.1260000,0.0000253,-0.0000042,0.0000779
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957612,37.7932836,0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.3770000,0.2354105,-0.8232117,-0.0396104
MsgID.LOCAL_VELOCITY,60.3770000,0.0000030,-0.0000099,0.0000020
MsgID.GLOBAL_POSITION,0.0000000,-122.3957593,37.7932826,-0.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
